distance_km,transport_mode,driver_availability,week,surge_multiplier,traffic,pickup_hour,fare_price,pickup_address_encoded,drop_address_encoded
17.9,3,2,0,1.2,0,8,318,424.948717948718,439.9583333333333
29.6,0,1,6,2.3,0,9,1090,505.85,389.20454545454544
31.9,0,2,4,1.3,2,23,661,403.1315789473685,423.2368421052632
14.7,3,1,2,2.1,0,11,475,326.44736842105266,422.625
17.9,2,0,6,1.0,1,22,219,447.6315789473685,398.2916666666667
28.8,3,0,6,1.0,1,13,396,325.9736842105263,500.0377358490566
28.2,0,0,2,1.0,1,4,453,356.96875,436.9666666666666
28.4,2,2,4,1.4,2,12,454,508.1818181818182,384.6315789473685
28.9,2,1,6,2.5,0,20,822,333.6744186046512,385.5869565217391
22.7,3,1,6,1.9,0,8,613,447.6315789473685,294.825
17.5,2,0,6,1.0,2,10,215,325.9736842105263,362.40625
20.3,0,2,5,1.3,1,22,435,318.6222222222222,354.1764705882353
13.1,2,0,1,1.0,1,2,171,308.6938775510204,364.4772727272728
1.7,1,0,2,1.0,1,5,30,353.3125,378.22222222222223
26.9,0,1,5,1.7,0,17,737,406.5405405405405,313.5777777777778
22.2,3,2,6,1.3,1,22,411,483.5882352941176,476.1351351351352
27.9,3,2,1,1.5,2,0,577,516.219512195122,464.4324324324325
23.5,0,2,2,1.4,0,19,536,418.2173913043478,340.7291666666667
11.1,2,0,0,1.0,1,15,151,516.219512195122,343.7333333333333
21.8,3,1,3,2.0,0,19,623,374.12820512820514,410.68
15.3,2,0,2,1.0,1,4,193,493.2631578947368,355.57142857142856
14.9,0,0,5,1.0,2,12,254,325.9736842105263,361.4827586206897
28.8,3,0,5,1.0,2,17,396,407.9117647058824,428.28205128205127
36.7,3,2,2,1.2,2,7,588,417.1555555555556,439.1333333333333
6.1,0,2,4,1.1,2,15,134,286.2352941176471,345.53333333333336
15.8,0,2,6,1.1,1,22,294,330.8421052631579,364.4772727272728
20.2,0,2,0,1.1,2,4,366,320.9714285714286,353.7567567567568
7.8,2,0,3,1.0,1,0,118,358.61764705882354,353.7567567567568
30.7,0,1,0,2.1,0,19,1030,400.7586206896552,439.6060606060606
10.9,2,0,0,1.0,1,14,149,360.6136363636364,331.2888888888889
4.1,3,0,6,1.0,1,14,99,349.6046511627907,320.2857142857143
16.9,0,1,1,2.0,0,8,567,445.1333333333333,373.9318181818182
16.2,2,0,3,1.0,1,3,202,473.6571428571429,470.4864864864865
35.8,1,2,5,1.5,2,4,352,382.27777777777777,423.2368421052632
31.0,2,1,6,2.3,0,9,805,433.75757575757575,405.0487804878049
26.6,0,2,5,1.1,1,0,472,420.9411764705882,412.0888888888889
21.9,0,1,6,2.2,0,15,789,349.6046511627907,472.1935483870968
8.0,3,1,5,2.4,0,10,350,326.44736842105266,266.6585365853659
26.4,0,0,6,1.0,2,8,426,417.1555555555556,387.1627906976744
11.9,2,2,1,1.4,1,4,223,401.76666666666665,443.44444444444446
16.0,0,0,2,1.0,1,3,270,351.4146341463415,557.1666666666666
13.3,0,0,5,1.0,1,0,230,351.4146341463415,375.875
10.0,3,2,1,1.2,0,20,204,351.4146341463415,314.8863636363636
20.3,3,2,1,1.1,1,22,323,460.24,343.7333333333333
32.0,2,0,0,1.0,1,1,360,508.1818181818182,355.57142857142856
29.5,0,2,6,1.4,2,11,662,405.86046511627904,343.7333333333333
7.1,4,1,2,2.4,0,15,499,571.1764705882352,428.28205128205127
3.2,0,1,5,2.4,0,10,187,460.24,395.27272727272725
22.3,2,0,2,1.0,1,21,263,322.09302325581393,366.6666666666667
22.6,3,0,3,1.0,1,2,321,293.531914893617,353.7567567567568
24.1,0,0,4,1.0,1,7,392,335.8837209302326,362.6969696969697
10.2,1,2,1,1.2,2,18,97,353.3125,439.5882352941176
22.3,2,0,3,1.0,1,21,263,351.82978723404256,405.8222222222222
23.2,3,0,1,1.0,1,7,328,386.2,395.6285714285714
19.7,3,0,0,1.0,1,4,286,300.6666666666667,382.61764705882354
22.8,0,2,6,1.4,0,18,521,420.9411764705882,449.5
12.2,4,1,4,1.9,0,8,569,326.44736842105266,353.7567567567568
23.1,0,0,4,1.0,2,13,376,421.3142857142857,343.5833333333333
13.1,2,2,4,1.1,2,20,188,384.8181818181818,389.20454545454544
7.2,0,2,6,1.4,2,16,193,421.3142857142857,349.8181818181818
26.1,0,2,5,1.5,2,11,632,371.9411764705882,417.9189189189189
4.4,2,0,1,1.0,1,0,84,345.1081081081081,352.875
30.3,3,0,3,1.0,2,15,414,375.225,383.2745098039216
14.5,0,0,1,1.0,1,1,248,351.82978723404256,410.27272727272725
14.4,2,2,3,1.2,1,13,221,482.4285714285714,364.4772727272728
33.2,0,0,1,1.0,1,1,528,421.3142857142857,405.5
6.6,3,0,4,1.0,1,15,129,482.4285714285714,325.2105263157895
16.0,2,0,2,1.0,2,3,200,404.04545454545456,345.3414634146341
33.8,3,1,2,2.1,0,10,957,424.948717948718,467.3142857142857
28.7,2,1,1,1.8,0,8,589,456.9142857142857,320.2857142857143
3.2,3,2,5,1.5,1,22,133,345.2105263157895,343.5833333333333
16.7,3,0,5,1.0,1,1,250,352.48387096774195,319.97727272727275
30.2,2,1,3,2.5,0,8,855,434.8157894736842,331.1162790697674
8.5,2,1,0,1.8,0,16,225,349.6046511627907,378.22222222222223
11.4,0,2,6,1.4,2,13,281,409.0,364.4772727272728
17.8,2,2,1,1.2,1,2,262,364.575,343.5833333333333
19.0,0,0,5,1.0,2,14,315,408.56410256410254,413.28205128205127
30.0,0,2,0,1.1,1,23,528,389.7037037037037,414.6428571428572
20.1,2,1,3,1.9,0,8,458,293.531914893617,404.7058823529412
12.0,0,2,4,1.3,2,16,273,326.09375,398.2916666666667
13.6,0,2,0,1.4,2,22,328,457.6410256410256,343.5833333333333
29.2,2,2,3,1.4,2,22,465,390.8571428571428,387.1627906976744
13.2,3,2,0,1.3,0,19,271,513.0652173913044,362.6969696969697
11.8,0,0,5,1.0,2,10,207,369.2702702702703,353.64102564102564
18.3,3,0,3,1.0,1,12,270,390.8571428571428,395.27272727272725
34.2,3,0,4,1.0,2,15,460,487.87179487179486,350.45454545454544
16.7,4,2,4,1.5,1,6,571,412.1785714285714,398.4339622641509
14.7,1,2,4,1.2,1,0,130,449.3529411764706,320.2857142857143
23.3,0,0,3,1.0,1,3,380,505.85,443.44444444444446
24.1,0,1,6,2.5,0,20,979,345.2105263157895,439.1333333333333
42.1,0,2,0,1.4,2,12,926,575.2105263157895,421.1463414634146
27.5,0,1,0,1.6,0,19,708,552.9821428571429,341.5
35.6,2,2,1,1.5,2,10,594,357.8,435.8
22.3,3,0,2,1.0,1,11,318,357.65714285714284,343.5833333333333
24.0,2,2,1,1.3,2,13,364,449.9795918367347,355.57142857142856
17.7,0,0,5,1.0,1,2,296,286.2352941176471,343.7333333333333
12.0,0,2,2,1.3,1,21,273,388.3589743589744,323.65625
28.6,2,2,5,1.3,2,17,424,476.2439024390244,362.40625
9.3,3,2,6,1.4,2,0,226,318.6222222222222,351.8333333333333
19.9,0,0,2,1.0,1,1,328,421.3142857142857,266.6585365853659
31.9,3,2,1,1.3,0,9,563,406.5405405405405,410.27272727272725
18.6,4,2,5,1.4,1,1,581,405.86046511627904,463.54285714285714
14.7,3,2,5,1.5,2,2,340,345.2105263157895,361.4827586206897
14.3,2,0,5,1.0,1,22,183,360.6136363636364,299.16279069767444
17.7,1,2,0,1.4,1,0,177,322.09302325581393,464.4324324324325
12.3,3,2,1,1.5,2,19,296,376.1842105263158,486.8139534883721
31.3,2,0,5,1.0,1,5,353,490.6923076923077,486.8139534883721
14.0,2,0,1,1.0,1,11,180,297.5625,355.57142857142856
11.4,0,2,4,1.3,2,13,261,344.9111111111111,363.5405405405405
11.1,0,0,4,1.0,1,7,196,390.8571428571428,482.0
25.9,3,2,2,1.3,2,14,469,422.7142857142857,395.6285714285714
13.8,3,0,0,1.0,1,6,216,330.8421052631579,343.7333333333333
25.0,4,0,4,1.0,2,11,530,375.7368421052632,354.1764705882353
16.4,2,1,6,2.4,0,8,490,412.1785714285714,343.5833333333333
19.3,0,0,1,1.0,2,4,320,409.0,348.3684210526316
21.8,3,0,5,1.0,1,23,312,375.7368421052632,369.0
9.3,3,1,6,1.9,0,12,307,375.225,418.71875
12.0,0,0,2,1.0,1,21,210,457.6410256410256,362.6969696969697
15.5,3,0,6,1.0,2,0,236,430.7368421052632,361.97222222222223
22.1,0,2,2,1.1,0,18,398,333.6744186046512,366.6666666666667
23.4,3,0,3,1.0,2,11,331,408.56410256410254,348.3684210526316
23.3,3,2,4,1.4,1,2,461,352.75925925925924,476.1351351351352
8.8,1,0,1,1.0,2,4,73,420.9411764705882,381.6744186046512
14.8,2,2,2,1.1,0,10,207,300.6666666666667,353.64102564102564
14.7,0,0,5,1.0,2,16,250,326.09375,304.6829268292683
41.4,3,2,6,1.4,1,7,766,357.65714285714284,469.1666666666667
17.1,4,2,3,1.3,2,20,504,347.075,422.625
16.5,0,0,3,1.0,1,14,278,389.7037037037037,379.65
23.4,2,0,2,1.0,1,15,274,491.0857142857143,351.8333333333333
20.6,0,1,0,2.2,0,20,746,388.3589743589744,405.5
16.4,4,2,2,1.4,2,7,525,493.2631578947368,348.2432432432432
15.4,2,1,3,1.7,0,17,330,364.575,313.5777777777778
40.7,3,0,1,1.0,1,23,538,482.4285714285714,557.1666666666666
10.9,2,2,0,1.3,2,11,194,409.0,500.0377358490566
26.2,2,2,5,1.4,1,5,423,334.42,469.1666666666667
32.0,2,0,2,1.0,1,11,360,490.6923076923077,499.4358974358975
35.4,0,1,5,2.1,0,18,1178,575.2105263157895,595.3243243243244
24.9,0,0,3,1.0,2,14,404,575.2105263157895,395.2
24.4,2,0,5,1.0,1,2,284,512.3111111111111,354.1764705882353
13.6,2,0,1,1.0,1,1,176,482.4285714285714,432.3125
28.1,0,0,1,1.0,1,0,452,512.3111111111111,343.7333333333333
29.8,3,0,6,1.0,1,23,408,382.9024390243902,407.54545454545456
2.8,2,0,0,1.0,1,6,68,318.6222222222222,311.96774193548384
13.7,2,1,2,2.0,0,19,354,412.1785714285714,441.96875
25.1,1,0,3,1.0,2,8,171,420.9411764705882,467.3142857142857
30.8,2,0,0,1.0,1,22,348,525.2916666666666,369.0
14.1,0,1,6,2.2,0,8,531,352.48387096774195,382.61764705882354
33.1,0,1,4,2.1,0,8,1106,507.2619047619048,398.4339622641509
16.7,2,1,1,1.6,0,19,331,325.8536585365854,352.875
16.2,0,2,2,1.4,0,17,382,368.7307692307692,331.1162790697674
31.4,0,0,6,1.0,1,5,501,357.8,486.8139534883721
12.1,3,2,2,1.5,0,19,293,352.28125,331.2888888888889
16.2,2,2,4,1.3,1,16,263,293.531914893617,304.6829268292683
17.5,2,1,6,1.5,0,8,322,424.9230769230769,443.44444444444446
9.7,3,2,0,1.5,2,9,250,293.531914893617,345.3414634146341
9.8,0,0,4,1.0,2,21,177,445.1333333333333,382.61764705882354
2.0,2,0,4,1.0,1,21,60,347.8666666666667,395.6285714285714
21.2,0,2,1,1.3,2,11,452,444.61538461538464,351.8333333333333
31.9,4,2,0,1.3,2,15,850,412.5,404.7058823529412
16.5,2,2,1,1.3,0,9,266,345.2105263157895,373.9318181818182
12.4,3,0,4,1.0,2,18,199,318.6222222222222,437.46
21.6,0,2,2,1.2,0,10,425,357.8,331.1162790697674
31.4,0,2,6,1.4,2,5,701,508.1818181818182,379.65
17.6,0,1,0,1.8,0,19,529,347.075,463.4651162790698
37.0,3,1,6,1.8,0,11,889,467.7714285714285,435.8
10.0,3,0,1,1.0,1,6,170,389.7037037037037,378.22222222222223
17.8,3,2,1,1.2,2,12,316,406.5405405405405,476.1351351351352
16.0,0,2,2,1.3,1,23,351,320.9714285714286,439.6060606060606
4.8,3,0,3,1.0,1,22,108,487.87179487179486,486.8139534883721
16.2,0,2,3,1.3,0,18,355,403.1315789473685,382.61764705882354
4.9,0,0,0,1.0,2,12,104,352.75925925925924,325.12820512820514
16.8,1,2,1,1.4,2,11,169,375.7368421052632,389.35849056603774
7.7,3,2,3,1.1,1,3,157,508.1818181818182,349.8181818181818
31.8,0,2,2,1.3,1,6,659,493.2631578947368,467.3142857142857
12.6,3,0,3,1.0,1,0,201,375.225,435.8
4.8,2,0,6,1.0,1,21,88,303.22857142857146,381.4516129032258
25.3,0,1,0,2.1,0,9,860,345.2105263157895,473.54285714285714
1.6,0,0,1,1.0,1,3,54,512.3111111111111,595.3243243243244
8.0,0,0,5,1.0,2,11,150,326.44736842105266,266.6585365853659
24.5,0,0,4,1.0,1,2,398,409.0,373.9318181818182
35.0,3,2,0,1.3,1,4,611,476.2439024390244,525.3055555555555
13.7,0,2,2,1.2,1,7,283,389.7037037037037,436.9666666666666
13.6,2,0,5,1.0,1,2,176,386.2,266.6585365853659
24.9,0,0,4,1.0,1,4,404,386.2,407.54545454545456
4.3,1,1,3,1.5,0,8,69,345.2105263157895,331.2888888888889
7.3,3,1,4,2.0,0,12,275,320.6530612244898,362.6969696969697
18.5,0,0,1,1.0,1,1,308,352.48387096774195,266.6585365853659
35.9,0,2,4,1.4,2,5,796,476.2439024390244,499.4358974358975
27.8,0,0,6,1.0,1,15,447,326.09375,469.1666666666667
24.1,4,0,4,1.0,1,0,514,386.7608695652174,369.1538461538461
6.7,0,1,6,2.5,0,18,326,352.48387096774195,354.1764705882353
23.7,0,2,2,1.4,2,12,540,332.2325581395349,437.46
16.3,3,0,1,1.0,1,13,246,325.9736842105263,422.0208333333333
36.2,0,0,3,1.0,2,9,573,384.8181818181818,468.45
27.7,2,0,5,1.0,1,4,317,575.2105263157895,314.8863636363636
38.1,2,1,6,2.4,0,20,1010,525.2916666666666,431.7878787878788
25.3,0,1,4,2.1,0,8,860,367.2972972972973,467.3142857142857
29.8,2,1,2,2.2,0,8,744,508.2608695652174,439.6060606060606
39.7,0,2,4,1.3,2,22,813,516.219512195122,387.1627906976744
3.0,2,1,6,1.8,0,9,126,297.5625,350.45454545454544
6.9,3,0,2,1.0,1,2,133,444.61538461538464,405.5
20.7,3,0,3,1.0,1,4,298,351.82978723404256,474.77777777777777
27.8,0,2,3,1.4,2,15,626,339.79487179487177,436.9666666666666
12.3,2,2,0,1.4,2,16,228,409.0,331.2888888888889
22.1,2,0,1,1.0,1,4,261,449.9795918367347,467.3142857142857
24.2,3,0,4,1.0,1,6,340,460.24,387.1627906976744
30.5,2,0,1,1.0,2,5,345,508.2608695652174,369.9736842105263
18.5,0,2,6,1.4,2,11,430,482.4285714285714,313.5777777777778
10.3,3,0,6,1.0,1,5,174,300.6666666666667,331.1162790697674
26.4,4,2,6,1.2,1,5,666,382.9024390243902,387.1627906976744
16.1,0,0,1,1.0,1,4,272,335.8837209302326,353.64102564102564
17.1,0,0,3,1.0,1,1,286,418.2173913043478,398.4339622641509
31.9,0,0,4,1.0,1,6,508,456.9142857142857,266.6585365853659
15.7,3,2,3,1.4,1,23,334,505.85,352.875
15.4,2,0,0,1.0,2,12,194,308.6938775510204,357.30232558139534
29.8,0,2,3,1.3,0,10,620,369.2702702702703,362.6969696969697
18.4,0,0,1,1.0,1,21,306,409.0,345.3414634146341
14.8,4,0,2,1.0,2,5,346,388.3589743589744,422.625
29.8,0,2,3,1.4,2,11,668,407.9117647058824,398.2916666666667
36.4,2,0,0,1.0,1,21,404,422.7142857142857,379.65
5.6,3,0,4,1.0,1,6,117,286.2352941176471,320.2857142857143
24.2,0,0,4,1.0,1,6,393,375.7368421052632,395.27272727272725
40.6,0,0,1,1.0,1,16,639,483.5882352941176,421.1463414634146
24.3,0,2,0,1.2,2,17,473,339.79487179487177,345.53333333333336
11.0,2,1,6,2.0,0,10,300,326.44736842105266,369.1538461538461
21.0,2,2,0,1.1,0,10,275,418.2173913043478,354.1764705882353
19.0,0,0,3,1.0,1,14,315,408.56410256410254,433.80555555555554
28.3,0,2,4,1.4,2,11,636,325.9736842105263,428.28205128205127
29.3,3,0,4,1.0,1,5,402,444.61538461538464,389.35849056603774
7.7,3,0,3,1.0,2,13,142,382.9024390243902,464.4324324324325
29.1,0,2,1,1.2,2,7,560,351.4807692307692,500.0377358490566
24.7,2,0,5,1.0,1,6,287,293.531914893617,332.1142857142857
10.7,0,1,6,2.1,0,8,400,344.9111111111111,476.1351351351352
36.7,0,0,0,1.0,1,4,580,433.4242424242424,499.4358974358975
21.0,0,2,5,1.4,0,20,483,325.8536585365854,452.0769230769231
20.8,2,0,6,1.0,1,4,248,344.9111111111111,412.0888888888889
25.5,0,2,4,1.3,2,13,536,339.79487179487177,357.7317073170732
13.5,2,0,2,1.0,1,7,175,320.9714285714286,343.5833333333333
16.8,3,2,4,1.2,2,10,302,357.65714285714284,413.28205128205127
18.1,3,0,1,1.0,2,15,267,424.948717948718,399.5263157894737
20.2,2,2,1,1.1,2,11,266,404.04545454545456,341.5
29.5,0,0,2,1.0,2,4,472,575.2105263157895,369.1538461538461
14.7,3,2,0,1.5,0,10,340,394.4565217391304,389.20454545454544
23.4,3,1,3,2.0,0,9,662,375.225,378.22222222222223
32.7,1,0,5,1.0,1,2,216,320.6530612244898,525.3055555555555
33.2,3,0,2,1.0,1,21,448,445.1333333333333,463.54285714285714
2.7,0,0,5,1.0,1,4,70,417.27777777777777,423.2368421052632
27.5,2,2,6,1.4,2,6,441,335.8837209302326,343.7333333333333
39.2,3,1,0,2.2,0,10,1145,482.4285714285714,439.9583333333333
39.9,0,2,1,1.3,2,14,817,424.9230769230769,435.8
45.0,3,0,0,1.0,1,5,590,487.87179487179486,463.4651162790698
29.6,2,2,1,1.2,2,11,403,382.8684210526316,382.61764705882354
6.3,3,0,5,1.0,1,5,126,444.61538461538464,369.1538461538461
31.0,3,2,3,1.2,2,23,506,513.0652173913044,413.28205128205127
24.1,3,2,1,1.1,1,3,373,493.2631578947368,384.6315789473685
11.2,3,1,4,2.4,0,17,443,351.82978723404256,387.1627906976744
10.4,0,2,1,1.2,0,20,223,339.79487179487177,404.7058823529412
24.6,2,2,3,1.4,2,15,400,424.948717948718,382.61764705882354
12.0,2,1,5,1.7,0,10,272,420.9411764705882,399.5263157894737
8.9,0,0,4,1.0,1,4,164,388.3589743589744,410.68
9.4,0,0,2,1.0,1,4,171,507.2619047619048,410.27272727272725
12.0,0,0,6,1.0,1,14,210,344.9111111111111,399.5263157894737
22.8,0,0,0,1.0,1,2,372,382.27777777777777,389.35849056603774
17.1,2,0,2,1.0,2,23,211,322.09302325581393,382.61764705882354
22.0,2,0,6,1.0,1,0,260,405.86046511627904,304.6829268292683
13.7,4,2,4,1.2,1,5,392,417.8974358974359,399.5263157894737
11.7,4,0,3,1.0,1,6,291,293.531914893617,362.40625
33.0,2,1,4,1.5,0,15,555,516.219512195122,423.2368421052632
22.1,1,0,5,1.0,2,15,153,376.1842105263158,353.7567567567568
7.7,0,0,4,1.0,2,21,146,462.4736842105263,486.0625
20.8,2,1,0,2.1,0,18,521,433.75757575757575,352.875
3.7,0,2,5,1.4,1,22,120,402.9,412.0888888888889
16.0,2,2,4,1.1,2,14,220,476.2439024390244,314.76
31.3,3,0,5,1.0,1,21,426,434.8157894736842,389.35849056603774
2.0,2,2,0,1.5,0,20,90,424.948717948718,352.875
17.3,2,2,0,1.3,1,14,277,357.8,364.4772727272728
32.7,3,0,2,1.0,1,1,442,320.6530612244898,525.3055555555555
39.8,0,2,5,1.3,1,23,815,571.1764705882352,385.5869565217391
16.6,2,1,3,2.0,0,17,412,401.3863636363636,474.77777777777777
28.0,3,1,6,2.5,0,8,965,575.2105263157895,357.30232558139534
24.6,3,1,3,1.5,0,17,518,417.1555555555556,373.9318181818182
24.7,0,0,3,1.0,1,23,400,483.5882352941176,332.1142857142857
45.9,4,1,3,2.2,0,11,1994,487.87179487179486,476.1351351351352
19.2,1,0,4,1.0,1,22,135,319.8888888888889,332.1142857142857
22.1,1,2,6,1.3,2,14,198,384.8181818181818,314.76
19.5,2,2,3,1.3,2,15,306,325.8536585365854,340.7291666666667
35.2,2,2,0,1.3,2,14,510,467.6842105263158,418.71875
8.9,0,0,6,1.0,1,5,164,448.575,407.54545454545456
40.2,1,2,3,1.5,2,16,392,345.27777777777777,439.5882352941176
14.9,4,2,1,1.4,2,8,487,360.6136363636364,346.81081081081084
10.8,0,0,6,1.0,2,11,192,358.61764705882354,441.96875
34.1,0,2,2,1.5,0,15,812,424.948717948718,476.1351351351352
16.2,2,0,6,1.0,1,15,202,351.4807692307692,389.20454545454544
21.5,0,2,0,1.2,0,14,423,371.9411764705882,353.7567567567568
21.5,0,2,0,1.4,2,16,493,508.1818181818182,313.0
17.9,3,2,2,1.1,2,4,291,418.2173913043478,294.825
32.1,2,1,4,2.2,0,17,794,390.8571428571428,463.9189189189189
28.9,3,0,3,1.0,2,0,397,493.2631578947368,469.1666666666667
5.8,3,2,5,1.3,2,21,155,382.8684210526316,331.1162790697674
20.5,0,2,4,1.2,2,20,405,332.2325581395349,414.2941176470589
13.7,3,0,0,1.0,1,15,214,357.8,474.77777777777777
13.7,3,2,4,1.5,1,1,322,368.7307692307692,325.2105263157895
16.6,2,0,6,1.0,2,11,206,356.96875,311.96774193548384
32.5,4,0,6,1.0,1,4,665,318.6222222222222,482.0
9.1,3,0,3,1.0,1,14,159,325.8536585365854,373.9318181818182
22.8,3,0,0,1.0,2,16,324,446.37142857142857,369.1538461538461
10.2,3,2,4,1.3,2,6,224,333.6744186046512,431.7878787878788
15.4,2,2,6,1.4,2,7,272,394.4565217391304,374.2702702702703
23.5,0,0,3,1.0,1,23,382,505.85,325.2105263157895
33.4,3,2,2,1.2,2,17,541,375.7368421052632,439.9583333333333
29.3,0,0,5,1.0,1,3,470,369.2702702702703,346.81081081081084
10.4,2,0,0,1.0,1,0,144,325.8536585365854,432.3125
8.4,0,0,4,1.0,1,7,156,491.0857142857143,381.4516129032258
25.5,2,0,5,1.0,1,1,295,460.24,314.8863636363636
14.4,0,1,3,1.8,0,20,443,371.9411764705882,439.9583333333333
21.8,0,2,4,1.2,1,2,428,341.7,385.5869565217391
33.4,2,2,1,1.4,2,16,524,571.1764705882352,410.27272727272725
3.3,2,2,6,1.2,0,17,88,417.8974358974359,470.4864864864865
34.2,0,1,4,2.4,0,20,1303,483.5882352941176,439.5882352941176
35.8,0,2,2,1.3,0,15,737,430.7368421052632,463.9189189189189
15.9,3,0,3,1.0,1,23,241,374.12820512820514,437.46
42.0,3,1,4,2.3,0,12,1274,447.6315789473685,464.4324324324325
12.7,3,0,2,1.0,1,7,202,384.8181818181818,340.7291666666667
29.4,2,1,3,1.8,0,9,601,493.2631578947368,348.3684210526316
26.3,3,1,3,2.2,0,9,804,344.9111111111111,469.1666666666667
25.5,4,2,2,1.3,0,19,701,456.9142857142857,422.625
6.2,0,2,5,1.2,1,4,148,406.5405405405405,482.0
16.0,1,1,4,1.7,0,20,197,345.2105263157895,331.1162790697674
7.5,2,0,1,1.0,1,15,115,422.7142857142857,367.375
26.8,0,0,0,1.0,1,5,432,304.5,369.1538461538461
28.9,3,0,0,1.0,1,22,397,358.61764705882354,486.8139534883721
12.5,0,2,6,1.4,0,17,304,349.6046511627907,345.3414634146341
1.5,2,0,3,1.0,2,12,55,513.0652173913044,414.6428571428572
6.5,3,0,1,1.0,2,15,128,403.47222222222223,338.7179487179488
5.5,2,2,3,1.5,2,20,142,351.4807692307692,353.64102564102564
21.8,3,1,3,1.6,0,18,499,332.2325581395349,395.2
29.5,0,0,4,1.0,1,13,472,445.1333333333333,410.68
21.1,2,2,1,1.4,2,19,351,417.8974358974359,405.8222222222222
26.2,2,0,0,1.0,1,3,302,349.6046511627907,376.4047619047619
13.8,3,0,4,1.0,1,5,216,345.1081081081081,383.2745098039216
24.5,0,1,1,2.5,0,20,994,409.0,373.9318181818182
33.6,2,1,3,2.1,0,18,790,401.76666666666665,500.0377358490566
5.9,3,0,2,1.0,1,3,121,424.9230769230769,442.8529411764706
32.2,0,1,5,2.2,0,16,1129,397.9787234042553,367.375
34.5,3,0,1,1.0,2,3,464,424.9230769230769,452.0769230769231
23.3,3,2,4,1.4,1,16,461,351.4146341463415,383.2745098039216
29.1,0,0,3,1.0,1,0,466,525.2916666666666,362.6969696969697
21.8,3,0,6,1.0,1,1,312,467.7714285714285,439.1333333333333
20.5,2,0,6,1.0,2,12,245,404.04545454545456,366.8484848484849
26.5,2,0,2,1.0,1,23,305,351.82978723404256,362.5135135135135
13.4,0,2,4,1.3,2,22,300,516.219512195122,407.54545454545456
34.2,4,2,2,1.5,0,8,1043,516.219512195122,439.5882352941176
11.7,4,0,1,1.0,1,7,291,384.8181818181818,349.8181818181818
12.2,0,1,3,2.2,0,9,469,388.3589743589744,395.6285714285714
22.3,2,2,6,1.4,1,22,368,402.9,331.2888888888889
14.6,2,2,3,1.5,2,0,279,293.531914893617,486.8139534883721
14.2,2,1,2,2.0,0,17,364,332.2325581395349,378.22222222222223
14.1,2,1,3,2.4,0,10,434,360.6136363636364,362.5135135135135
12.2,1,0,0,1.0,2,13,93,389.7037037037037,361.4827586206897
12.5,0,2,4,1.3,2,15,283,293.531914893617,515.6875
28.9,3,2,6,1.1,1,5,436,297.5625,449.5
38.8,3,0,2,1.0,1,22,516,490.6923076923077,407.54545454545456
27.8,3,0,2,1.0,1,7,384,433.75757575757575,299.16279069767444
21.8,3,2,3,1.1,0,10,343,358.61764705882354,313.0
9.4,3,0,4,1.0,1,3,163,417.8974358974359,381.6744186046512
29.1,0,0,0,1.0,1,6,466,347.075,473.54285714285714
22.5,0,1,1,1.6,0,17,588,351.4146341463415,353.7567567567568
35.2,3,2,0,1.1,2,16,520,390.8571428571428,442.8529411764706
21.4,2,2,1,1.2,2,2,305,403.47222222222223,473.54285714285714
5.0,0,0,2,1.0,2,5,105,382.9024390243902,323.65625
28.8,0,0,2,1.0,1,23,462,487.87179487179486,500.0377358490566
19.1,0,2,6,1.5,1,2,475,339.79487179487177,407.54545454545456
13.8,0,2,2,1.4,2,11,332,384.8181818181818,354.1764705882353
18.7,3,2,1,1.2,2,21,329,324.1714285714286,387.1627906976744
5.9,3,1,1,2.3,0,19,278,424.9230769230769,442.8529411764706
18.7,2,2,3,1.2,0,17,272,424.948717948718,348.2432432432432
32.7,4,2,2,1.3,0,8,869,401.76666666666665,595.3243243243244
29.8,2,2,2,1.2,1,21,406,430.7368421052632,405.0487804878049
26.4,3,1,3,2.0,0,8,734,407.9117647058824,410.68
8.5,3,2,1,1.3,1,7,198,357.8,414.2941176470589
13.8,3,1,4,2.2,0,20,474,351.4807692307692,348.2432432432432
20.9,3,0,5,1.0,1,0,301,361.9142857142857,407.54545454545456
27.5,3,2,2,1.3,1,23,494,345.1081081081081,435.8
12.7,3,0,6,1.0,1,16,202,352.75925925925924,382.61764705882354
42.1,3,2,1,1.2,2,3,666,408.56410256410254,449.5
32.1,1,0,1,1.0,1,4,213,456.9142857142857,357.7317073170732
17.4,2,0,6,1.0,1,0,214,324.1714285714286,349.8181818181818
18.9,3,2,3,1.4,0,18,388,319.8888888888889,375.875
12.1,0,2,6,1.3,0,19,275,552.9821428571429,381.6744186046512
18.4,0,2,6,1.3,2,17,398,409.0,345.3414634146341
26.3,2,0,6,1.0,1,4,303,473.6571428571429,385.5869565217391
9.1,0,0,5,1.0,1,5,166,375.225,395.27272727272725
3.8,0,0,5,1.0,1,6,87,406.5405405405405,428.28205128205127
2.7,0,0,0,1.0,1,0,70,357.8,299.16279069767444
10.8,0,0,4,1.0,2,20,192,457.6410256410256,469.1666666666667
29.0,0,2,0,1.4,1,2,651,417.27777777777777,405.0487804878049
35.8,2,2,3,1.1,1,4,438,375.7368421052632,595.3243243243244
23.2,4,1,5,1.9,0,8,945,446.37142857142857,304.6829268292683
10.3,0,2,5,1.3,1,2,240,330.8421052631579,389.35849056603774
